"","V1"
"2202",7075
"2203",9796
"2204",4949
"2205",6062
"2206",3680
"2207",4438
"2208",6623
"2209",5482
"2210",6246
"2211",2846
"2212",6314
"2213",5822
"2214",6313
"2215",3601
"2216",3121
"2217",2890
"2218",4449
"2219",6360
"2220",8089
"2221",3099
"2222",7
"2223",3611
"2224",7703
"2225",4464
"2226",16883
"2227",2181
"2228",9986
"2229",9502
"2230",8598
"2231",2798
"2232",254
"2233",3310
"2234",2910
"2235",6346
"2236",2997
"2237",4488
"2238",5435
"2239",16131
"2240",6229
"2241",9932
"2242",6236
"2243",5691
"2244",5687
"2245",6853
"2246",4097
"2247",5733
"2248",6113
"2249",6305
"2250",1427
"2251",5910
"2252",3935
"2253",10620
"2254",8046
"2255",9886
"2256",5769
"2257",1989
"2258",6640
"2259",633
"2260",19854
"2261",5947
"2262",5811
"2263",5533
"2264",3302
"2265",775
"2266",17365
"2267",4548
"2268",6593
"2269",7078
"2270",9953
"2271",6448
"2272",3553
"2273",4562
"2274",4560
"2275",5012
"2276",10800
"2277",3066
"2278",522
"2279",352
"2280",10720
"2281",6185
"2282",2282
"2283",8940
"2284",22097
"2285",11062
"2286",4586
"2287",19524
"2288",5003
"2289",1790
"2290",5434
"2291",4404
"2292",3643
"2293",7901
"2294",5299
"2295",1981
"2296",4975
"2297",3532
"2298",7563
"2299",4595
"2300",5631
"2301",3287
"2302",6678
"2303",2229
"2304",2110
"2305",7831
"2306",747
"2307",3581
"2308",8878
"2309",9725
"2310",1938
"2311",6985
"2312",867
"2313",1056
"2314",3503
"2315",3761
"2316",10762
"2317",5753
"2318",4648
"2319",4652
"2320",6202
"2321",4535
"2322",7444
"2323",7231
"2324",2715
"2325",3996
"2326",3414
"2327",17443
"2328",8495
"2329",4672
"2330",7108
"2331",3798
"2332",8149
"2333",3128
"2334",5936
"2335",9816
"2336",2775
"2337",1802
"2338",2262
"2339",3316
"2340",428
"2341",11552
"2342",3354
"2343",11363
"2344",1105
"2345",3625
"2346",2834
"2347",3989
"2348",3288
"2349",6362
"2350",7002
"2351",10063
"2352",2178
"2353",839
"2354",2437
"2355",3874
"2356",10668
"2357",5896
"2358",1011
"2359",4909
"2360",11401
"2361",4857
"2362",3585
"2363",9287
"2364",759
"2365",3907
"2366",9339
"2367",4651
"2368",4469
"2369",9104
"2370",6581
"2371",4757
"2372",3208
"2373",7101
"2374",15883
"2375",1053
"2376",3102
"2377",8852
"2378",8260
"2379",9972
"2380",11802
"2381",8545
"2382",3613
"2383",4317
"2384",9670
"2385",3313
"2386",3941
"2387",3274
"2388",6454
"2389",2740
"2390",5997
"2391",7869
"2392",5890
"2393",532
"2394",5219
"2395",3206
"2396",8380
"2397",11180
"2398",4210
"2399",7939
"2400",7845
"2401",1839
"2402",4223
"2403",3466
"2404",6869
"2405",3371
"2406",6110
"2407",11095
"2408",4948
"2409",7140
"2410",3068
"2411",8614
"2412",3074
"2413",3962
"2414",38
"2415",2538
"2416",6173
"2417",2802
"2418",6481
"2419",4489
"2420",4854
"2421",6203
"2422",3432
"2423",11873
"2424",188
"2425",7641
"2426",7811
"2427",5851
"2428",7959
"2429",6953
"2430",10974
"2431",10362
"2432",1310
"2433",4895
"2434",2864
"2435",4884
"2436",7856
"2437",3228
"2438",3174
"2439",5518
"2440",6411
"2441",7283
"2442",8171
"2443",9798
"2444",6964
"2445",4490
"2446",5272
"2447",8139
"2448",5394
"2449",4008
"2450",8341
"2451",4830
"2452",3670
"2453",7085
"2454",104
"2455",4135
"2456",3683
"2457",7338
"2458",3278
"2459",2845
"2460",2068
"2461",9744
"2462",6833
"2463",3312
"2464",7643
"2465",3779
"2466",10021
"2467",3534
"2468",4289
"2469",10732
"2470",5559
"2471",2667
"2472",3137
"2473",6834
"2474",10189
"2475",6672
"2476",2904
"2477",3808
"2478",8646
"2479",5931
"2480",1168
"2481",3937
"2482",7132
"2483",8104
"2484",34
"2485",10770
"2486",3161
"2487",3375
"2488",4623
"2489",3477
"2490",7256
"2491",7255
"2492",932
"2493",4944
"2494",7839
"2495",3245
"2496",9884
"2497",5229
"2498",1962
"2499",2703
"2500",941
"2501",8826
"2502",6349
"2503",5618
"2504",6515
"2505",9627
"2506",7923
"2507",3676
"2508",2628
"2509",5033
"2510",2641
"2511",5825
"2512",5038
"2513",989
"2514",7600
"2515",4029
"2516",7039
"2517",5795
"2518",2669
"2519",6304
"2520",11900
"2521",4858
"2522",10257
"2523",3615
"2524",10714
"2525",3614
"2526",5649
"2527",9764
"2528",6200
"2529",8927
"2530",6331
"2531",8428
"2532",5078
"2533",8167
"2534",5082
"2535",5084
"2536",9826
"2537",11470
"2538",751
"2539",4052
"2540",12797
"2541",3955
"2542",4388
"2543",1555
"2544",13422
"2545",6726
"2546",3535
"2547",7466
"2548",2888
"2549",9317
"2550",8567
"2551",9682
"2552",937
"2553",3462
"2554",5122
"2555",2180
"2556",10611
"2557",6111
"2558",13
"2559",3342
"2560",9746
"2561",4004
"2562",1837
"2563",4336
"2564",5146
"2565",729
"2566",3486
"2567",4514
"2568",11394
"2569",8768
"2570",3602
"2571",6555
"2572",5886
"2573",6983
"2574",4028
"2575",8064
"2576",8031
"2577",4550
"2578",7435
"2579",5172
"2580",5174
"2581",6652
"2582",7601
"2583",5179
"2584",6431
"2585",709
"2586",5169
"2587",27515
"2588",3637
"2589",2174
"2590",6719
"2591",11592
"2592",8099
"2593",4932
"2594",9014
"2595",8477
"2596",8396
"2597",3618
"2598",8254
"2599",6096
"2600",5793
"2601",8671
"2602",8195
"2603",4176
"2604",7913
"2605",5695
"2606",10454
"2607",5228
"2608",8966
"2609",9914
"2610",13259
"2611",6960
"2612",2109
"2613",2001
"2614",6492
"2615",3350
"2616",9736
"2617",2337
"2618",7223
"2619",5252
"2620",8527
"2621",8245
"2622",5362
"2623",4632
"2624",1441
"2625",5264
"2626",4628
"2627",9196
"2628",5271
"2629",3608
"2630",7031
"2631",5662
"2632",1419
"2633",6355
"2634",7383
"2635",8939
"2636",3153
"2637",5647
"2638",10928
"2639",5291
"2640",5142
"2641",3720
"2642",13535
"2643",2452
"2644",5661
"2645",1017
"2646",6661
"2647",8616
"2648",5297
"2649",3735
"2650",609
"2651",7215
"2652",6176
"2653",3967
"2654",5321
"2655",4095
"2656",2790
"2657",3254
"2658",5329
"2659",6971
"2660",9168
"2661",9762
"2662",764
"2663",2413
"2664",13130
"2665",4721
"2666",12841
"2667",4834
"2668",5349
"2669",5591
"2670",3750
"2671",3020
"2672",5358
"2673",3903
"2674",2894
"2675",9295
"2676",9128
"2677",3566
"2678",5185
"2679",8511
"2680",5374
"2681",12868
"2682",4190
"2683",6147
"2684",5382
"2685",6159
"2686",8107
"2687",9492
"2688",330
"2689",3518
"2690",3690
"2691",9037
"2692",442
"2693",5400
"2694",3345
"2695",7912
"2696",8262
"2697",9473
"2698",132
"2699",116
"2700",10061
"2701",4859
"2702",544
"2703",2030
"2704",6543
"2705",3740
"2706",11508
"2707",5815
"2708",5465
"2709",9079
"2710",4807
"2711",6927
"2712",300
"2713",840
"2714",9772
"2715",3841
"2716",2341
"2717",12994
"2718",3859
"2719",10183
"2720",8745
"2721",4075
"2722",3227
"2723",7349
"2724",5462
"2725",699
"2726",3726
"2727",4902
"2728",3954
"2729",8990
"2730",10045
"2731",5476
"2732",8535
"2733",5480
"2734",3995
"2735",2614
"2736",4201
"2737",6574
"2738",4044
"2739",13517
"2740",8772
"2741",7545
"2742",5781
"2743",2051
"2744",2601
"2745",6105
"2746",4849
"2747",1311
"2748",7806
"2749",11842
"2750",2771
"2751",147
"2752",8163
"2753",5520
"2754",5522
"2755",8213
"2756",2691
"2757",5528
"2758",5530
"2759",2506
"2760",3476
"2761",6353
"2762",3551
"2763",8033
"2764",6134
"2765",4898
"2766",8053
"2767",1609
"2768",3791
"2769",5347
"2770",3793
"2771",5556
"2772",2892
"2773",4412
"2774",2377
"2775",8383
"2776",8075
"2777",3408
"2778",350
"2779",4049
"2780",5574
"2781",14375
"2782",7417
"2783",4517
"2784",4240
"2785",3417
"2786",2419
"2787",6491
"2788",178
"2789",5592
"2790",4265
"2791",6154
"2792",2762
"2793",2840
"2794",8216
"2795",3991
"2796",3773
"2797",6157
"2798",7177
"2799",2567
"2800",24665
"2801",8118
"2802",3017
"2803",6569
"2804",680
"2805",1872
"2806",5278
"2807",3195
"2808",3579
"2809",4394
"2810",3459
"2811",5504
"2812",3721
"2813",6602
"2814",3064
"2815",10584
"2816",14244
"2817",6049
"2818",9968
"2819",6073
"2820",3851
"2821",7997
"2822",5658
"2823",512
"2824",3369
"2825",8909
"2826",3794
"2827",4626
"2828",4323
"2829",7706
"2830",2668
"2831",5675
"2832",5061
"2833",15842
"2834",2385
"2835",8629
"2836",8304
"2837",174
"2838",8717
"2839",1153
"2840",4655
"2841",5087
"2842",1186
"2843",5885
"2844",8153
"2845",14121
"2846",1687
"2847",9275
"2848",7658
"2849",3234
"2850",5713
"2851",3770
"2852",8965
"2853",22
"2854",316
"2855",5759
"2856",3823
"2857",5651
"2858",3711
"2859",3086
"2860",4508
"2861",2807
"2862",7837
"2863",3173
"2864",3565
"2865",5744
"2866",12450
"2867",8193
"2868",5978
"2869",6999
"2870",4878
"2871",9907
"2872",5893
"2873",3933
"2874",4381
"2875",3413
"2876",4257
"2877",10053
"2878",8413
"2879",7546
"2880",4537
"2881",6180
"2882",4006
"2883",7751
"2884",4352
"2885",7011
"2886",4304
"2887",4415
"2888",9140
"2889",5792
"2890",62
"2891",1386
"2892",1383
"2893",3888
"2894",7296
"2895",11383
"2896",14212
"2897",5807
"2898",782
"2899",2595
"2900",7547
"2901",7079
"2902",5818
"2903",10100
"2904",7628
"2905",5823
"2906",90
"2907",11117
"2908",5830
"2909",5956
"2910",2972
"2911",3829
"2912",1661
"2913",8861
"2914",7554
"2915",54
"2916",9423
"2917",6006
"2918",5850
"2919",3454
"2920",7482
"2921",6195
"2922",3926
"2923",5147
"2924",5861
"2925",5920
"2926",8797
"2927",5868
"2928",11114
"2929",4064
"2930",169
"2931",5875
"2932",9821
"2933",6398
"2934",3474
"2935",14664
"2936",3370
"2937",2046
"2938",7352
"2939",3304
"2940",2827
"2941",10309
"2942",4531
"2943",12576
"2944",5902
"2945",3609
"2946",2401
"2947",3715
"2948",3570
"2949",8552
"2950",3918
"2951",3936
"2952",1936
"2953",2815
"2954",8159
"2955",2831
"2956",3649
"2957",5928
"2958",7412
"2959",4099
"2960",2699
"2961",7091
"2962",1304
"2963",3719
"2964",5941
"2965",2811
"2966",6494
"2967",3873
"2968",5950
"2969",4373
"2970",5953
"2971",4232
"2972",9768
"2973",9129
"2974",5962
"2975",3677
"2976",7707
"2977",3749
"2978",5834
"2979",7410
"2980",3825
"2981",9376
"2982",5985
"2983",6119
"2984",4079
"2985",4355
"2986",4094
"2987",8101
"2988",3682
"2989",3409
"2990",3543
"2991",3863
"2992",9178
"2993",6118
"2994",7705
"2995",5848
"2996",7761
"2997",6008
"2998",7492
"2999",2417
"3000",6013
"3001",3586
"3002",5023
"3003",11681
"3004",6021
"3005",3113
"3006",3634
"3007",3452
"3008",3364
"3009",4335
"3010",6033
"3011",6036
"3012",8133
"3013",7854
"3014",8699
"3015",10661
"3016",3281
"3017",6047
"3018",3480
"3019",942
"3020",8121
"3021",4788
"3022",4810
"3023",9705
"3024",6061
"3025",2959
"3026",5685
"3027",3594
"3028",2497
"3029",3648
"3030",8919
"3031",2491
"3032",3069
"3033",6601
"3034",9005
"3035",6084
"3036",4926
"3037",8399
"3038",3662
"3039",346
"3040",6094
"3041",6252
"3042",1683
"3043",4998
"3044",6177
"3045",2031
"3046",3491
"3047",12665
"3048",4003
"3049",3070
"3050",6114
"3051",3023
"3052",9655
"3053",3449
"3054",3059
"3055",8443
"3056",9181
"3057",8066
"3058",3596
"3059",3985
"3060",15197
"3061",1096
"3062",1250
"3063",484
"3064",1838
"3065",11336
"3066",6664
"3067",157
"3068",8921
"3069",2185
"3070",6772
"3071",11975
"3072",5608
"3073",3976
"3074",7399
"3075",3373
"3076",2636
"3077",8957
"3078",4630
"3079",3686
"3080",4254
"3081",5002
"3082",4115
"3083",2573
"3084",679
"3085",9221
"3086",3400
"3087",9987
"3088",1667
"3089",4187
"3090",4713
"3091",4985
"3092",10085
"3093",16102
"3094",697
"3095",8013
"3096",9043
"3097",9127
"3098",7669
"3099",2476
"3100",4959
"3101",2749
"3102",938
"3103",4593
"3104",4718
"3105",3150
"3106",2444
"3107",6935
"3108",2855
"3109",2611
"3110",2043
"3111",9641
"3112",8871
"3113",11474
"3114",6552
"3115",10304
"3116",3343
"3117",4285
"3118",6251
"3119",5211
"3120",1779
"3121",5302
"3122",9338
"3123",8963
"3124",13192
"3125",6648
"3126",2999
"3127",7278
"3128",6270
"3129",4954
"3130",5178
"3131",180
"3132",11628
"3133",1109
"3134",1736
"3135",5019
"3136",3855
"3137",10413
"3138",10515
"3139",7684
"3140",789
"3141",8686
"3142",9399
"3143",3600
"3144",9163
"3145",5056
"3146",9081
"3147",3813
"3148",186
"3149",5768
"3150",9041
"3151",982
"3152",5784
"3153",4779
"3154",4160
"3155",6324
"3156",10518
"3157",3205
"3158",1742
"3159",12081
"3160",3672
"3161",13243
"3162",1089
"3163",746
"3164",9064
"3165",1000
"3166",6897
"3167",1027
"3168",8308
"3169",146
"3170",328
"3171",4444
"3172",7335
"3173",10547
"3174",3832
"3175",1606
"3176",1778
"3177",15451
"3178",3809
"3179",8247
"3180",1986
"3181",3714
"3182",10675
"3183",2776
"3184",2850
"3185",10245
"3186",2418
"3187",6388
"3188",3822
"3189",1007
"3190",8810
"3191",1162
"3192",3872
"3193",11801
"3194",6401
"3195",8954
"3196",3014
"3197",9727
"3198",11415
"3199",288
"3200",3521
"3201",244
"3202",4137
"3203",9085
"3204",3058
"3205",310
"3206",6408
"3207",3243
"3208",6429
"3209",8779
"3210",9717
"3211",10649
"3212",2769
"3213",2093
"3214",3022
"3215",4578
"3216",3762
"3217",6445
"3218",4168
"3219",6451
"3220",1672
"3221",10437
"3222",9431
"3223",13388
"3224",7409
"3225",1008
"3226",11824
"3227",6465
"3228",4587
"3229",530
"3230",9557
"3231",4512
"3232",3853
"3233",1014
"3234",757
"3235",5788
"3236",872
"3237",4092
"3238",4430
"3239",6045
"3240",6122
"3241",11026
"3242",10541
"3243",12
"3244",2887
"3245",7449
"3246",853
"3247",3681
"3248",3839
"3249",6987
"3250",2288
"3251",5
"3252",12598
"3253",3656
"3254",7356
"3255",8915
"3256",8973
"3257",8543
"3258",5925
"3259",793
"3260",3146
"3261",4755
"3262",1982
"3263",4534
"3264",5643
"3265",2492
"3266",3445
"3267",3536
"3268",5450
"3269",6577
"3270",3558
"3271",1956
"3272",6558
"3273",11365
"3274",9121
"3275",2873
"3276",6217
"3277",9491
"3278",5526
"3279",5798
"3280",6573
"3281",6576
"3282",2955
"3283",7362
"3284",14671
"3285",7611
"3286",6586
"3287",8880
"3288",4536
"3289",6591
"3290",5882
"3291",11239
"3292",3758
"3293",6600
"3294",5639
"3295",10913
"3296",6605
"3297",3980
"3298",6610
"3299",11840
"3300",11572
"3301",11591
"3302",4968
"3303",1939
"3304",6784
"3305",4246
"3306",6075
"3307",2738
"3308",9777
"3309",6630
"3310",4692
"3311",4122
"3312",625
"3313",4709
"3314",6639
"3315",6644
"3316",6646
"3317",8461
"3318",11148
"3319",2853
"3320",6184
"3321",9063
"3322",621
"3323",1688
"3324",3767
"3325",5980
"3326",3880
"3327",372
"3328",11901
"3329",1835
"3330",3993
"3331",12508
"3332",14544
"3333",13057
"3334",230
"3335",9183
"3336",10443
"3337",124
"3338",5430
"3339",12416
"3340",8949
"3341",122
"3342",5287
"3343",2446
"3344",11871
"3345",4281
"3346",11425
"3347",8423
"3348",6710
"3349",1991
"3350",4193
"3351",10527
"3352",6409
"3353",8817
"3354",6722
"3355",1458
"3356",1781
"3357",11493
"3358",4668
"3359",6732
"3360",4147
"3361",11061
"3362",4296
"3363",3817
"3364",4152
"3365",2982
"3366",9867
"3367",14575
"3368",3930
"3369",13234
"3370",2826
"3371",13477
"3372",5778
"3373",7438
"3374",11011
"3375",6764
"3376",2213
"3377",6961
"3378",9467
"3379",1978
"3380",9562
"3381",8557
"3382",5414
"3383",4206
"3384",10031
"3385",11913
"3386",3992
"3387",4154
"3388",8277
"3389",5816
"3390",2375
"3391",3744
"3392",11504
"3393",10589
"3394",9864
"3395",3899
"3396",1664
"3397",6939
"3398",14222
"3399",155
"3400",2024
"3401",6816
"3402",6820
"3403",933
"3404",11053
"3405",3685
"3406",6826
"3407",6386
"3408",6830
"3409",4157
"3410",4436
"3411",3537
"3412",5604
"3413",4738
"3414",8314
"3415",2856
"3416",1836
"3417",5894
"3418",276
"3419",4221
"3420",717
"3421",1679
"3422",83
"3423",6250
"3424",3436
"3425",3923
"3426",7342
"3427",7504
"3428",4005
"3429",16492
"3430",2958
"3431",9173
"3432",6878
"3433",6160
"3434",4455
"3435",5809
"3436",9370
"3437",5699
"3438",7147
"3439",8109
"3440",13996
"3441",4703
"3442",4483
"3443",8232
"3444",20075
"3445",11695
"3446",2587
"3447",11507
"3448",9913
"3449",3314
"3450",6914
"3451",6915
"3452",4043
"3453",3439
"3454",3469
"3455",4319
"3456",1379
"3457",2503
"3458",12239
"3459",4025
"3460",8763
"3461",9525
"3462",4233
"3463",3781
"3464",6959
"3465",3902
"3466",3868
"3467",12469
"3468",4732
"3469",10499
"3470",11739
"3471",4797
"3472",6900
"3473",11273
"3474",6962
"3475",6963
"3476",10523
"3477",7062
"3478",7824
"3479",824
"3480",2600
"3481",510
"3482",4657
"3483",9832
"3484",14770
"3485",15403
"3486",7102
"3487",11525
"3488",1090
"3489",3789
"3490",9419
"3491",2481
"3492",4100
"3493",6666
"3494",8305
"3495",4947
"3496",4198
"3497",4495
"3498",10855
"3499",3915
"3500",7014
"3501",4169
"3502",9969
"3503",3850
"3504",2648
"3505",5092
"3506",3576
"3507",3607
"3508",3501
"3509",4307
"3510",130
"3511",3875
"3512",6058
"3513",4393
"3514",4653
"3515",2289
"3516",6692
"3517",6380
"3518",8102
"3519",7052
"3520",3217
"3521",3547
"3522",3471
"3523",3211
"3524",3388
"3525",7151
"3526",11711
"3527",14024
"3528",11461
"3529",6556
"3530",1832
"3531",6334
"3532",16258
"3533",12921
"3534",9021
"3535",3931
"3536",972
"3537",4844
"3538",11479
"3539",2613
"3540",7093
"3541",5448
"3542",3733
"3543",9879
"3544",4621
"3545",4359
"3546",3050
"3547",12029
"3548",11044
"3549",3406
"3550",13951
"3551",11569
"3552",4379
"3553",4503
"3554",3441
"3555",9747
"3556",10076
"3557",4769
"3558",7130
"3559",3106
"3560",6214
"3561",11309
"3562",10871
"3563",7785
"3564",1349
"3565",448
"3566",3270
"3567",14926
"3568",8132
"3569",3743
"3570",10570
"3571",7156
"3572",516
"3573",11016
"3574",2622
"3575",3599
"3576",11521
"3577",7952
"3578",3548
"3579",16724
"3580",4916
"3581",7176
"3582",7458
"3583",1985
"3584",11863
"3585",7183
"3586",4321
"3587",4380
"3588",11107
"3589",5279
"3590",635
"3591",3021
"3592",9042
"3593",14436
"3594",7202
"3595",8534
"3596",1167
"3597",3311
"3598",5030
"3599",7214
"3600",4350
"3601",14410
"3602",11357
"3603",2717
"3604",9403
"3605",3916
"3606",4507
"3607",7228
"3608",13500
"3609",4658
"3610",4286
"3611",2768
"3612",2064
"3613",4361
"3614",5746
"3615",3840
"3616",8873
"3617",5047
"3618",7250
"3619",278
"3620",3382
"3621",3500
"3622",8479
"3623",5897
"3624",2327
"3625",11186
"3626",675
"3627",10763
"3628",3876
"3629",2816
"3630",6308
"3631",7408
"3632",14253
"3633",7083
"3634",6729
"3635",6169
"3636",4348
"3637",9316
"3638",8845
"3639",6091
"3640",3475
"3641",3407
"3642",4117
"3643",4527
"3644",940
"3645",9889
"3646",4428
"3647",2724
"3648",4203
"3649",432
"3650",4366
"3651",16830
"3652",6954
"3653",15660
"3654",2113
"3655",358
"3656",13069
"3657",7329
"3658",4598
"3659",2378
"3660",5285
"3661",8365
"3662",4189
"3663",17226
"3664",7343
"3665",5847
"3666",9749
"3667",6745
"3668",3753
"3669",2125
"3670",4214
"3671",7619
"3672",4325
"3673",3768
"3674",5801
"3675",11846
"3676",4179
"3677",4929
"3678",8400
"3679",4439
"3680",1176
"3681",3322
"3682",9887
"3683",7317
"3684",13118
"3685",5984
"3686",7626
"3687",4821
"3688",4080
"3689",4761
"3690",6621
"3691",7396
"3692",4694
"3693",3898
"3694",506
"3695",639
"3696",4308
"3697",3857
"3698",6462
"3699",2806
"3700",7414
"3701",11169
"3702",3550
"3703",7421
"3704",4217
"3705",10299
"3706",11773
"3707",7424
"3708",9027
"3709",3110
"3710",7434
"3711",10261
"3712",4608
"3713",672
"3714",3504
"3715",13297
"3716",7232
"3717",15233
"3718",777
"3719",296
"3720",5525
"3721",15864
"3722",3885
"3723",7460
"3724",7269
"3725",5469
"3726",4026
"3727",3352
"3728",7470
"3729",6958
"3730",5998
"3731",4910
"3732",10808
"3733",3036
"3734",4126
"3735",7484
"3736",13415
"3737",3353
"3738",6192
"3739",5540
"3740",5040
"3741",11086
"3742",4475
"3743",2193
"3744",7476
"3745",3507
"3746",3271
"3747",7911
"3748",15649
"3749",3298
"3750",406
"3751",1336
"3752",7518
"3753",11381
"3754",3109
"3755",4114
"3756",423
"3757",5068
"3758",3971
"3759",7433
"3760",13203
"3761",2182
"3762",11153
"3763",3333
"3764",2872
"3765",8123
"3766",3664
"3767",637
"3768",4639
"3769",2753
"3770",3397
"3771",10759
"3772",8605
"3773",3964
"3774",3988
"3775",7564
"3776",3974
"3777",3979
"3778",2654
"3779",10463
"3780",13235
"3781",8769
"3782",6527
"3783",1605
"3784",2633
"3785",10421
"3786",2398
"3787",5177
"3788",8188
"3789",1264
"3790",11457
"3791",4466
"3792",1724
"3793",9055
"3794",2658
"3795",7603
"3796",3301
"3797",7539
"3798",7612
"3799",3461
"3800",7614
"3801",4255
"3802",218
"3803",3956
"3804",480
"3805",7624
"3806",4978
"3807",2932
"3808",6761
"3809",7631
"3810",2744
"3811",3845
"3812",2861
"3813",4216
"3814",891
"3815",5303
"3816",5168
"3817",6378
"3818",2739
"3819",4795
"3820",8961
"3821",7656
"3822",5709
"3823",9738
"3824",10073
"3825",7663
"3826",6226
"3827",7622
"3828",2330
"3829",2246
"3830",2865
"3831",1116
"3832",214
"3833",3326
"3834",7917
"3835",16006
"3836",5117
"3837",6139
"3838",12487
"3839",5343
"3840",4181
"3841",12099
"3842",21353
"3843",14087
"3844",2259
"3845",3374
"3846",9556
"3847",3273
"3848",1199
"3849",10517
"3850",4581
